years,component,description,docs_url,data_url
2015-2016,Laboratory,Hepatitis B: Surface Antibody,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPB_S_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPB_S_I.xpt
2017-2018,Questionnaire,Hospital Utilization & Access to Care,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HUQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HUQ_J.xpt
2017-2018,Laboratory,Hepatitis B: Surface Antibody,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HEPB_S_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HEPB_S_J.xpt
2017-2020,Questionnaire,Hospital Utilization & Access to Care,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_HUQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_HUQ.xpt
2007-2012,Laboratory,Hepatitis C Antibody Reflex Testing - Serum (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SSHCV_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SSHCV_E.xpt
2007-2008,Questionnaire,Housing Characteristics,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HOQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HOQ_E.xpt
2003-2004,Laboratory,Hepatitis C RNA (HCV-RNA) & HCV Genotype (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSHCVR_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSHCVR_C.xpt
1999-2000,Questionnaire,Housing Characteristics,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/HOQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/HOQ.xpt
2013-2014,Laboratory,Hepatitis C: Confirmed Antibody (INNO-LIA),https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSHEPC_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSHEPC_H.xpt
2005-2006,Questionnaire,Housing Characteristics,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HOQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HOQ_D.xpt
2007-2008,Laboratory,"Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HEPC_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HEPC_E.xpt
2005-2006,Laboratory,"Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HEPC_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HEPC_D.xpt
2009-2010,Laboratory,"Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HEPC_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HEPC_F.xpt
2003-2004,Questionnaire,Housing Characteristics,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HOQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/HOQ_C.xpt
2011-2012,Laboratory,"Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HEPC_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HEPC_G.xpt
2001-2002,Questionnaire,Housing Characteristics,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/HOQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/HOQ_B.xpt
2013-2014,Laboratory,Hepatitis C: RNA (HCV-RNA) and Hepatitis C Genotype,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPC_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPC_H.xpt
2009-2010,Questionnaire,Housing Characteristics,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HOQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HOQ_F.xpt
2015-2016,Laboratory,Hepatitis C: RNA (HCV-RNA) and Hepatitis C Genotype,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPC_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPC_I.xpt
2011-2012,Questionnaire,Housing Characteristics,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HOQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HOQ_G.xpt
2017-2018,Laboratory,"Hepatitis C: RNA (HCV-RNA), Confirmed Antibody (INNO-LIA), & Genotype",https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HEPC_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HEPC_J.xpt
2013-2014,Questionnaire,Housing Characteristics,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HOQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HOQ_H.xpt
2017-2020,Laboratory,"Hepatitis C: RNA (HCV-RNA), Confirmed Antibody (INNO-LIA), & Genotype",https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_HEPC.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_HEPC.xpt
2015-2016,Questionnaire,Housing Characteristics,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HOQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HOQ_I.xpt
2009-2010,Laboratory,Hepatitis E : IgG & IgM Antibodies,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HEPE_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HEPE_F.xpt
2017-2018,Questionnaire,Housing Characteristics,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HOQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HOQ_J.xpt
2011-2012,Laboratory,Hepatitis E : IgG & IgM Antibodies,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HEPE_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HEPE_G.xpt
2007-2008,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/IMQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/IMQ_E.xpt
2013-2014,Laboratory,Hepatitis E: IgG & IgM Antibodies,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPE_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HEPE_H.xpt
1999-2000,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/IMQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/IMQ.xpt
2015-2016,Laboratory,Hepatitis E: IgG & IgM Antibodies,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPE_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HEPE_I.xpt
2005-2006,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/IMQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/IMQ_D.xpt
2017-2018,Laboratory,Hepatitis E: IgG & IgM Antibodies,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HEPE_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HEPE_J.xpt
2003-2004,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/IMQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/IMQ_C.xpt
2017-2020,Laboratory,Hepatitis E: IgG & IgM Antibodies,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_HEPE.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_HEPE.xpt
2001-2002,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/IMQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/IMQ_B.xpt
1999-2000,Laboratory,Herpes Simplex Virus Type-1 & Type-2,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB09.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB09.xpt
2009-2010,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/IMQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/IMQ_F.xpt
2001-2002,Laboratory,Herpes Simplex Virus Type-1 & Type-2,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L09_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L09_B.xpt
2011-2012,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/IMQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/IMQ_G.xpt
2003-2004,Laboratory,Herpes Simplex Virus Type-1 & Type-2,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L09_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L09_C.xpt
2013-2014,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/IMQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/IMQ_H.xpt
2005-2006,Laboratory,Herpes Simplex Virus Type-1 & Type-2,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HSV_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HSV_D.xpt
2015-2016,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/IMQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/IMQ_I.xpt
2007-2008,Laboratory,Herpes Simplex Virus Type-1 & Type-2,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HSV_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HSV_E.xpt
2017-2018,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/IMQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/IMQ_J.xpt
2009-2010,Laboratory,Herpes Simplex Virus Type-1 & Type-2,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HSV_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HSV_F.xpt
2017-2020,Questionnaire,Immunization,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_IMQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_IMQ.xpt
2011-2012,Laboratory,Herpes Simplex Virus Type-1 & Type-2,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HSV_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HSV_G.xpt
2007-2008,Questionnaire,Income,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/INQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/INQ_E.xpt
2013-2014,Laboratory,Herpes Simplex Virus Type-1 & Type-2,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HSV_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HSV_H.xpt
2009-2010,Questionnaire,Income,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/INQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/INQ_F.xpt
2015-2016,Laboratory,Herpes Simplex Virus Type-1 & Type-2,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HSV_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HSV_I.xpt
2011-2012,Questionnaire,Income,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/INQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/INQ_G.xpt
2001-2002,Laboratory,Herpes Simplex Virus Type-1 (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSHSV1_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSHSV1_B.xpt
2013-2014,Questionnaire,Income,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/INQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/INQ_H.xpt
1999-2000,Laboratory,Herpes Simplex Virus Type-1 (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSHSV1_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSHSV1_A.xpt
2015-2016,Questionnaire,Income,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/INQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/INQ_I.xpt
2013-2014,Laboratory,Heterocyclic Aromatic Amines - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HCAA_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HCAA_H.xpt
2017-2018,Questionnaire,Income,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/INQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/INQ_J.xpt
2013-2014,Laboratory,Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HCAAS_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HCAAS_H.xpt
2017-2020,Questionnaire,Income,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_INQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_INQ.xpt
1999-2004,Laboratory,High-sensitivity cardiac troponins (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSTROP_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSTROP_A.xpt
1999-2000,Questionnaire,Kidney Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/KIQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/KIQ.xpt
2017-2018,Laboratory,High-Sensitivity C-Reactive Protein,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HSCRP_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HSCRP_J.xpt
2007-2008,Questionnaire,Kidney Conditions - Urology,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/KIQ_U_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/KIQ_U_E.xpt
2017-2020,Laboratory,High-Sensitivity C-Reactive Protein,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_HSCRP.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_HSCRP.xpt
2005-2006,Questionnaire,Kidney Conditions - Urology,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/KIQ_U_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/KIQ_U_D.xpt
2015-2016,Laboratory,High-Sensitivity C-Reactive Protein (hs-CRP),https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HSCRP_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HSCRP_I.xpt
2003-2004,Questionnaire,Kidney Conditions - Urology,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/KIQ_U_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/KIQ_U_C.xpt
2007-2008,Laboratory,HIV Antibody Test,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HIV_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HIV_E.xpt
2001-2002,Questionnaire,Kidney Conditions - Urology,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/KIQ_U_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/KIQ_U_B.xpt
2009-2010,Laboratory,HIV Antibody Test,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HIV_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HIV_F.xpt
2009-2010,Questionnaire,Kidney Conditions - Urology,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/KIQ_U_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/KIQ_U_F.xpt
2011-2012,Laboratory,HIV Antibody Test,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HIV_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HIV_G.xpt
2011-2012,Questionnaire,Kidney Conditions - Urology,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/KIQ_U_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/KIQ_U_G.xpt
2013-2014,Laboratory,HIV Antibody Test,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HIV_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HIV_H.xpt
2013-2014,Questionnaire,Kidney Conditions - Urology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/KIQ_U_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/KIQ_U_H.xpt
2015-2016,Laboratory,HIV Antibody Test,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HIV_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HIV_I.xpt
2015-2016,Questionnaire,Kidney Conditions - Urology,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/KIQ_U_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/KIQ_U_I.xpt
2017-2018,Laboratory,HIV Antibody Test,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HIV_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/HIV_J.xpt
2017-2018,Questionnaire,Kidney Conditions - Urology,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/KIQ_U_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/KIQ_U_J.xpt
1999-2000,Laboratory,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB03.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB03.xpt
2017-2020,Questionnaire,Kidney Conditions - Urology,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_KIQ_U.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_KIQ_U.xpt
2005-2006,Laboratory,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HIV_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HIV_D.xpt
2007-2008,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/MCQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/MCQ_E.xpt
2003-2004,Laboratory,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L03_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L03_C.xpt
1999-2000,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/MCQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/MCQ.xpt
2001-2002,Laboratory,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L03_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L03_B.xpt
2005-2006,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/MCQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/MCQ_D.xpt
2005-2006,Laboratory,Homocysteine,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HCY_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HCY_D.xpt
2003-2004,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/MCQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/MCQ_C.xpt
2001-2002,Laboratory,Human epididymal secretory protein E4 (HE4) - Serum (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSHE4_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSHE4_B.xpt
2001-2002,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/MCQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/MCQ_B.xpt
2009-2010,Laboratory,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum",https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HPVSER_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HPVSER_F.xpt
2009-2010,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/MCQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/MCQ_F.xpt
2003-2004,Laboratory,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum: 4-plex CLIA",https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L52SER_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L52SER_C.xpt
2011-2012,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/MCQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/MCQ_G.xpt
2007-2008,Laboratory,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HPVSER_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HPVSER_E.xpt
2013-2014,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/MCQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/MCQ_H.xpt
2005-2006,Laboratory,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HPVSER_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HPVSER_D.xpt
2015-2016,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/MCQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/MCQ_I.xpt
2005-2006,Laboratory,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HPVSRM_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HPVSRM_D.xpt
2017-2018,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/MCQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/MCQ_J.xpt
2009-2010,Laboratory,Human Papillomavirus (HPV) - Oral Rinse,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ORHPV_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ORHPV_F.xpt
2017-2020,Questionnaire,Medical Conditions,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_MCQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_MCQ.xpt
2011-2012,Laboratory,Human Papillomavirus (HPV) - Oral Rinse,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/ORHPV_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/ORHPV_G.xpt
1999-2000,Questionnaire,Mental Health - Depression,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/CIQMDEP.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/CIQMDEP.xpt
2013-2014,Laboratory,Human Papillomavirus (HPV) - Oral Rinse,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ORHPV_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/ORHPV_H.xpt
2003-2004,Questionnaire,Mental Health - Depression,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQDEP_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQDEP_C.xpt
2015-2016,Laboratory,Human Papillomavirus (HPV) - Oral Rinse,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/ORHPV_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/ORHPV_I.xpt
2001-2002,Questionnaire,Mental Health - Depression,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CIQDEP_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CIQDEP_B.xpt
2015-2016,Laboratory,Human Papillomavirus (HPV) DNA - Penile Swabs: Roche Linear Array,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HPVP_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HPVP_I.xpt
2005-2006,Questionnaire,Mental Health - Depression Screener,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DPQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DPQ_D.xpt
2003-2004,Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Prototype Line Blot Assay,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L37SWA_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L37SWA_C.xpt
2007-2008,Questionnaire,Mental Health - Depression Screener,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DPQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DPQ_E.xpt
2007-2008,Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HPVSWR_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/HPVSWR_E.xpt
2009-2010,Questionnaire,Mental Health - Depression Screener,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DPQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DPQ_F.xpt
2009-2010,Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HPVSWR_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HPVSWR_F.xpt
2011-2012,Questionnaire,Mental Health - Depression Screener,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/DPQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/DPQ_G.xpt
2011-2012,Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HPVSWR_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/HPVSWR_G.xpt
2013-2014,Questionnaire,Mental Health - Depression Screener,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DPQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DPQ_H.xpt
